DATE      ,Time, Temp,   RH, HrRa, Wind, SolR,SFlag, MaxT, MinT, MxRH, MnRH, Rain,
01/01/2012,0000,   19,   57, 0.00,    0,    0,    1,   48,   18,   74,   21, 0.00,
01/01/2012,0100,   21,   63, 0.00,    1,    0,    1,   48,   18,   74,   21, 0.00,
01/01/2012,0200,   22,   64, 0.00,    6,    0,    1,   48,   18,   74,   21, 0.00,
01/01/2012,0300,   17,   68, 0.00,    3,    0,    1,   48,   17,   74,   21, 0.00,
01/01/2012,0400,   18,   68, 0.00,    4,    0,    1,   48,   17,   74,   21, 0.00,
01/01/2012,0500,   19,   67, 0.00,    0,    0,    1,   48,   17,   74,   21, 0.00,
01/01/2012,0600,   21,   63, 0.00,    0,    0,    1,   48,   17,   74,   21, 0.00,
01/01/2012,0700,   18,   67, 0.00,    1,    0,    1,   48,   17,   68,   21, 0.00,
01/01/2012,0800,   20,   64, 0.00,    0,    4,    1,   48,   17,   68,   21, 0.00,
01/01/2012,0900,   30,   46, 0.00,    0,  108,    1,   48,   17,   68,   21, 0.00,
01/01/2012,1000,   39,   33, 0.00,    3,  300,    1,   48,   17,   68,   21, 0.00,
01/01/2012,1200,   51,   23, 0.00,    1,  548,    1,   51,   17,   68,   21, 0.00,
01/01/2012,1300,   54,   20, 0.00,    0,  558,    1,   54,   17,   68,   20, 0.00,
01/01/2012,1400,   55,   18, 0.00,    2,  503,    1,   55,   17,   68,   18, 0.00,
01/01/2012,1500,   51,   20, 0.00,    0,  370,    1,   55,   17,   68,   18, 0.00,
01/01/2012,1600,   54,   19, 0.00,    0,  207,    1,   55,   17,   68,   18, 0.00,
01/01/2012,1700,   41,   23, 0.00,    0,   58,    1,   55,   17,   68,   18, 0.00,
01/01/2012,1800,   32,   33, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/01/2012,1900,   32,   34, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/01/2012,2000,   27,   41, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/01/2012,2100,   25,   43, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/01/2012,2200,   26,   45, 0.00,    3,    0,    1,   55,   17,   68,   18, 0.00,
01/01/2012,2300,   21,   47, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/02/2012,0000,   24,   45, 0.00,    2,    0,    1,   55,   17,   68,   18, 0.00,
01/02/2012,0100,   23,   50, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/02/2012,0200,   24,   45, 0.00,    3,    0,    1,   55,   17,   68,   18, 0.00,
01/02/2012,0300,   21,   52, 0.00,    0,    0,    1,   55,   17,   68,   18, 0.00,
01/02/2012,0400,   20,   48, 0.00,    0,    0,    1,   55,   18,   68,   18, 0.00,
01/02/2012,0500,   20,   54, 0.00,    1,    0,    1,   55,   18,   67,   18, 0.00,
01/02/2012,0600,   22,   53, 0.00,    5,    0,    1,   55,   18,   67,   18, 0.00,
01/02/2012,0700,   20,   47, 0.00,    0,    0,    1,   55,   18,   67,   18, 0.00,
01/02/2012,0800,   24,   51, 0.00,    3,    5,    1,   55,   20,   64,   18, 0.00,
01/02/2012,0900,   30,   41, 0.00,    0,   65,    1,   55,   20,   54,   18, 0.00,
01/02/2012,1000,   39,   29, 0.00,    0,  197,    1,   55,   20,   54,   18, 0.00,
01/02/2012,1100,   43,   26, 0.00,    0,  233,    1,   55,   20,   54,   18, 0.00,
01/02/2012,1200,   44,   23, 0.00,    1,  287,    1,   55,   20,   54,   18, 0.00,
01/02/2012,1300,   48,   20, 0.00,    0,  277,    1,   55,   20,   54,   18, 0.00,
01/02/2012,1400,   49,   20, 0.00,    0,  211,    1,   54,   20,   54,   19, 0.00,
01/02/2012,1500,   48,   19, 0.00,    1,  173,    1,   54,   20,   54,   19, 0.00,
01/02/2012,1600,   46,   19, 0.00,    0,   89,    1,   49,   20,   54,   19, 0.00,
01/02/2012,1700,   43,   23, 0.00,    0,   29,    1,   49,   20,   54,   19, 0.00,
01/02/2012,1800,   37,   26, 0.00,    4,    0,    1,   49,   20,   54,   19, 0.00,
01/02/2012,1900,   37,   26, 0.00,    5,    0,    1,   49,   20,   54,   19, 0.00,
01/02/2012,2000,   37,   25, 0.00,    0,    0,    1,   49,   20,   54,   19, 0.00,
01/02/2012,2100,   35,   24, 0.00,    0,    0,    1,   49,   20,   54,   19, 0.00,
01/02/2012,2200,   32,   27, 0.00,    0,    0,    1,   49,   20,   54,   19, 0.00,
01/02/2012,2300,   30,   28, 0.00,    0,    0,    1,   49,   20,   54,   19, 0.00,
01/03/2012,0000,   30,   29, 0.00,    3,    0,    1,   49,   20,   54,   19, 0.00,
01/03/2012,0100,   27,   32, 0.00,    1,    0,    1,   49,   20,   54,   19, 0.00,
01/03/2012,0200,   30,   33, 0.00,    0,    0,    1,   49,   20,   54,   19, 0.00,
01/03/2012,0300,   32,   30, 0.00,    1,    0,    1,   49,   20,   54,   19, 0.00,
01/03/2012,0400,   33,   30, 0.00,    1,    0,    1,   49,   20,   54,   19, 0.00,
01/03/2012,0500,   32,   31, 0.00,    3,    0,    1,   49,   20,   53,   19, 0.00,
01/03/2012,0600,   38,   25, 0.00,    7,    0,    1,   49,   20,   51,   19, 0.00,
01/03/2012,0700,   31,   30, 0.00,    0,    0,    1,   49,   24,   51,   19, 0.00,
01/03/2012,0800,   30,   31, 0.00,    1,    5,    1,   49,   27,   41,   19, 0.00,
01/03/2012,0900,   37,   24, 0.00,    0,  109,    1,   49,   27,   33,   19, 0.00,
01/03/2012,1000,   51,   15, 0.00,    0,  313,    1,   51,   27,   33,   15, 0.00,
01/03/2012,1100,   54,   12, 0.00,    7,  460,    1,   54,   27,   33,   12, 0.00,
01/03/2012,1200,   57,   11, 0.00,    9,  542,    1,   57,   27,   33,   11, 0.00,
01/03/2012,1300,   61,   11, 0.00,   10,  567,    1,   61,   27,   33,   11, 0.00,
01/03/2012,1400,   64,   11, 0.00,    8,  516,    1,   64,   27,   33,   11, 0.00,
01/03/2012,1500,   61,   11, 0.00,    9,  405,    1,   64,   27,   33,   11, 0.00,
01/03/2012,1600,   59,   11, 0.00,    7,  234,    1,   64,   27,   33,   11, 0.00,
01/03/2012,1700,   48,   16, 0.00,    4,   63,    1,   64,   27,   33,   11, 0.00,
01/03/2012,1800,   42,   20, 0.00,    3,    0,    1,   64,   27,   33,   11, 0.00,
01/03/2012,1900,   34,   25, 0.00,    3,    0,    1,   64,   27,   33,   11, 0.00,
01/03/2012,2000,   34,   28, 0.00,    0,    0,    1,   64,   27,   33,   11, 0.00,
01/03/2012,2100,   31,   30, 0.00,    0,    0,    1,   64,   27,   33,   11, 0.00,
01/03/2012,2200,   29,   33, 0.00,    0,    0,    1,   64,   27,   33,   11, 0.00,
01/03/2012,2300,   29,   31, 0.00,    0,    0,    1,   64,   27,   33,   11, 0.00,
01/04/2012,0000,   29,   31, 0.00,    0,    0,    1,   64,   27,   33,   11, 0.00,
01/04/2012,0100,   30,   35, 0.00,    1,    0,    1,   64,   29,   35,   11, 0.00,
01/04/2012,0200,   30,   34, 0.00,    2,    0,    1,   64,   29,   35,   11, 0.00,
01/04/2012,0300,   26,   37, 0.00,    0,    0,    1,   64,   26,   37,   11, 0.00,
01/04/2012,0400,   29,   38, 0.00,    0,    0,    1,   64,   26,   38,   11, 0.00,
01/04/2012,0500,   29,   37, 0.00,    1,    0,    1,   64,   26,   38,   11, 0.00,
01/04/2012,0600,   28,   36, 0.00,    0,    0,    1,   64,   26,   38,   11, 0.00,
01/04/2012,0700,   26,   43, 0.00,    0,    0,    1,   64,   26,   43,   11, 0.00,
01/04/2012,0800,   28,   40, 0.00,    0,    4,    1,   64,   26,   43,   11, 0.00,
01/04/2012,0900,   36,   29, 0.00,    0,  107,    1,   64,   26,   43,   11, 0.00,
01/04/2012,1000,   52,   17, 0.00,    0,  297,    1,   64,   26,   43,   11, 0.00,
01/04/2012,1100,   51,   16, 0.00,    3,  452,    1,   64,   26,   43,   11, 0.00,
01/04/2012,1200,   57,   13, 0.00,    0,  511,    1,   64,   26,   43,   11, 0.00,
01/04/2012,1300,   60,   11, 0.00,    5,  556,    1,   64,   26,   43,   11, 0.00,
01/04/2012,1400,   62,   11, 0.00,    5,  519,    1,   62,   26,   43,   11, 0.00,
01/04/2012,1500,   60,   12, 0.00,    5,  399,    1,   62,   26,   43,   11, 0.00,
01/04/2012,1600,   61,   12, 0.00,    5,  249,    1,   62,   26,   43,   11, 0.00,
01/04/2012,1700,   48,   16, 0.00,    2,   71,    1,   62,   26,   43,   11, 0.00,
01/04/2012,1800,   42,   22, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/04/2012,1900,   35,   27, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/04/2012,2000,   34,   29, 0.00,    3,    0,    1,   62,   26,   43,   11, 0.00,
01/04/2012,2100,   32,   30, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/04/2012,2200,   28,   32, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/04/2012,2300,   34,   30, 0.00,    4,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0000,   32,   35, 0.00,    3,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0100,   32,   35, 0.00,    2,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0200,   31,   41, 0.00,    4,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0300,   30,   41, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0400,   31,   39, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0500,   30,   38, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0600,   30,   40, 0.00,    0,    0,    1,   62,   26,   43,   11, 0.00,
01/05/2012,0700,   30,   42, 0.00,    2,    0,    1,   62,   28,   42,   11, 0.00,
01/05/2012,0800,   32,   38, 0.00,    6,    3,    1,   62,   28,   42,   11, 0.00,
01/05/2012,0900,   40,   31, 0.00,    1,  108,    1,   62,   28,   42,   11, 0.00,
01/05/2012,1000,   50,   20, 0.00,    0,  338,    1,   62,   28,   42,   11, 0.00,
01/05/2012,1100,   55,   15, 0.00,    4,  459,    1,   62,   28,   42,   11, 0.00,
01/05/2012,1200,   57,   14, 0.00,    9,  544,    1,   62,   28,   42,   11, 0.00,
01/05/2012,1300,   62,   12, 0.00,   15,  575,    1,   62,   28,   42,   11, 0.00,
01/05/2012,1400,   61,   12, 0.00,   13,  471,    1,   62,   28,   42,   12, 0.00,
01/05/2012,1500,   61,   12, 0.00,   12,  236,    1,   62,   28,   42,   12, 0.00,
01/05/2012,1600,   57,   14, 0.00,    9,   85,    1,   62,   28,   42,   12, 0.00,
01/05/2012,1700,   48,   18, 0.00,    2,   40,    1,   62,   28,   42,   12, 0.00,
01/05/2012,1800,   43,   22, 0.00,    3,    1,    1,   62,   28,   42,   12, 0.00,
01/05/2012,1900,   40,   29, 0.00,    1,    0,    1,   62,   28,   42,   12, 0.00,
01/05/2012,2000,   36,   34, 0.00,    0,    0,    1,   62,   28,   42,   12, 0.00,
01/05/2012,2100,   32,   44, 0.00,    0,    0,    1,   62,   28,   44,   12, 0.00,
01/05/2012,2200,   30,   48, 0.00,    8,    0,    1,   62,   30,   48,   12, 0.00,
01/05/2012,2300,   34,   36, 0.00,    7,    0,    1,   62,   30,   48,   12, 0.00,
01/06/2012,0000,   36,   41, 0.00,    8,    0,    1,   62,   30,   48,   12, 0.00,
01/06/2012,0100,   34,   52, 0.00,   12,    0,    1,   62,   30,   52,   12, 0.00,
01/06/2012,0200,   35,   58, 0.00,   12,    0,    1,   62,   30,   58,   12, 0.00,
01/06/2012,0300,   34,   66, 0.00,   10,    0,    1,   62,   30,   66,   12, 0.00,
01/06/2012,0400,   34,   70, 0.00,    9,    0,    1,   62,   30,   70,   12, 0.00,
01/06/2012,0500,   33,   77, 0.00,    8,    0,    1,   62,   30,   77,   12, 0.00,
01/06/2012,0600,   27,   84, 0.00,    7,    0,    1,   62,   27,   84,   12, 0.00,
01/06/2012,0700,   20,   88, 0.00,    0,    0,    1,   62,   20,   88,   12, 0.00,
01/06/2012,0800,   23,   90, 0.00,    5,    5,    1,   62,   20,   90,   12, 0.00,
01/06/2012,0900,   38,   65, 0.00,    7,  143,    1,   62,   20,   90,   12, 0.00,
01/06/2012,1000,   39,   56, 0.00,    6,  263,    1,   62,   20,   90,   12, 0.00,
01/06/2012,1100,   49,   39, 0.00,    0,  340,    1,   62,   20,   90,   12, 0.00,
01/06/2012,1200,   49,   37, 0.00,    3,  369,    1,   62,   20,   90,   12, 0.00,
01/06/2012,1300,   50,   31, 0.00,    4,  406,    1,   61,   20,   90,   12, 0.00,
01/06/2012,1400,   50,   28, 0.00,    4,  269,    1,   61,   20,   90,   12, 0.00,
01/06/2012,1500,   50,   31, 0.00,    3,  130,    1,   57,   20,   90,   14, 0.00,
01/06/2012,1600,   44,   42, 0.00,   10,   66,    1,   50,   20,   90,   18, 0.00,
01/06/2012,1700,   42,   46, 0.00,    8,   19,    1,   50,   20,   90,   22, 0.00,
01/06/2012,1800,   42,   41, 0.00,    5,    0,    1,   50,   20,   90,   28, 0.00,
01/06/2012,1900,   39,   52, 0.00,    8,    0,    1,   50,   20,   90,   28, 0.00,
01/06/2012,2000,   32,   61, 0.00,    1,    0,    1,   50,   20,   90,   28, 0.00,
01/06/2012,2100,   27,   65, 0.00,    0,    0,    1,   50,   20,   90,   28, 0.00,
01/06/2012,2200,   32,   62, 0.00,    0,    0,    1,   50,   20,   90,   28, 0.00,
01/06/2012,2300,   28,   63, 0.00,    0,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0000,   28,   65, 0.00,    0,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0100,   33,   63, 0.00,    5,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0200,   37,   53, 0.00,   11,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0300,   33,   64, 0.00,    8,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0400,   36,   63, 0.00,    9,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0500,   34,   64, 0.00,    7,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0600,   32,   68, 0.00,   13,    0,    1,   50,   20,   90,   28, 0.00,
01/07/2012,0700,   31,   71, 0.00,   14,    0,    1,   50,   23,   90,   28, 0.00,
01/07/2012,0800,   31,   69, 0.00,   11,    3,    1,   50,   27,   71,   28, 0.00,
01/07/2012,0900,   32,   66, 0.00,    7,  108,    1,   50,   27,   71,   28, 0.00,
01/07/2012,1000,   35,   57, 0.00,    7,  315,    1,   50,   27,   71,   28, 0.00,
01/07/2012,1100,   36,   54, 0.00,   10,  435,    1,   50,   27,   71,   28, 0.00,
01/07/2012,1200,   37,   49, 0.00,   10,  456,    1,   50,   27,   71,   28, 0.00,
01/07/2012,1300,   40,   44, 0.00,   11,  579,    1,   50,   27,   71,   28, 0.00,
01/07/2012,1400,   41,   41, 0.00,   11,  444,    1,   50,   27,   71,   31, 0.00,
01/07/2012,1500,   40,   39, 0.00,   12,  439,    1,   44,   27,   71,   39, 0.00,
01/07/2012,1600,   40,   39, 0.00,   10,  272,    1,   42,   27,   71,   39, 0.00,
01/07/2012,1700,   34,   47, 0.00,    6,   80,    1,   42,   27,   71,   39, 0.00,
01/07/2012,1800,   28,   58, 0.00,    2,    0,    1,   41,   27,   71,   39, 0.00,
01/07/2012,1900,   23,   69, 0.00,    7,    0,    1,   41,   23,   71,   39, 0.00,
01/07/2012,2000,   20,   71, 0.00,    1,    0,    1,   41,   20,   71,   39, 0.00,
01/07/2012,2100,   20,   73, 0.00,    0,    0,    1,   41,   20,   73,   39, 0.00,
01/07/2012,2200,   17,   78, 0.00,    3,    0,    1,   41,   17,   78,   39, 0.00,
01/07/2012,2300,   14,   81, 0.00,    0,    0,    1,   41,   14,   81,   39, 0.00,
01/08/2012,0000,   14,   86, 0.00,    0,    0,    1,   41,   14,   86,   39, 0.00,
01/08/2012,0100,   14,   85, 0.00,    0,    0,    1,   41,   14,   86,   39, 0.00,
01/08/2012,0200,   16,   88, 0.00,    0,    0,    1,   41,   14,   88,   39, 0.00,
01/08/2012,0300,   13,   90, 0.00,    0,    0,    1,   41,   13,   90,   39, 0.00,
01/08/2012,0400,   13,   78, 0.00,    0,    0,    1,   41,   13,   90,   39, 0.00,
01/08/2012,0500,   14,   87, 0.00,    0,    0,    1,   41,   13,   90,   39, 0.00,
01/08/2012,0600,   13,   87, 0.00,    0,    0,    1,   41,   13,   90,   39, 0.00,
01/08/2012,0700,   14,   86, 0.00,    0,    0,    1,   41,   13,   90,   39, 0.00,
01/08/2012,0800,   12,   91, 0.00,    0,    7,    1,   41,   12,   91,   39, 0.00,
01/08/2012,0900,   24,   74, 0.00,    0,  105,    1,   41,   12,   91,   39, 0.00,
01/08/2012,1000,   32,   59, 0.00,    0,  231,    1,   41,   12,   91,   39, 0.00,
01/08/2012,1100,   35,   51, 0.00,    5,  367,    1,   41,   12,   91,   39, 0.00,
01/08/2012,1200,   38,   42, 0.00,    0,  440,    1,   41,   12,   91,   39, 0.00,
01/08/2012,1300,   41,   39, 0.00,    0,  389,    1,   41,   12,   91,   39, 0.00,
01/08/2012,1400,   43,   34, 0.00,    0,  445,    1,   43,   12,   91,   34, 0.00,
01/08/2012,1500,   42,   34, 0.00,    0,  257,    1,   43,   12,   91,   34, 0.00,
01/08/2012,1600,   44,   31, 0.00,    1,  241,    1,   44,   12,   91,   31, 0.00,
01/08/2012,1700,   34,   41, 0.00,    5,   72,    1,   44,   12,   91,   31, 0.00,
01/08/2012,1800,   27,   54, 0.00,    4,    0,    1,   44,   12,   91,   31, 0.00,
01/08/2012,1900,   24,   60, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/08/2012,2000,   23,   67, 0.00,    5,    0,    1,   44,   12,   91,   31, 0.00,
01/08/2012,2100,   18,   62, 0.00,    1,    0,    1,   44,   12,   91,   31, 0.00,
01/08/2012,2200,   19,   68, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/08/2012,2300,   19,   72, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0000,   18,   71, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0100,   18,   72, 0.00,    3,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0200,   19,   70, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0300,   15,   79, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0400,   15,   76, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0500,   17,   82, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0600,   15,   81, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0700,   14,   87, 0.00,    0,    0,    1,   44,   12,   91,   31, 0.00,
01/09/2012,0800,   18,   83, 0.00,    0,    5,    1,   44,   14,   87,   31, 0.00,
01/09/2012,0900,   25,   66, 0.00,    0,  123,    1,   44,   14,   87,   31, 0.00,
01/09/2012,1000,   37,   43, 0.00,    0,  310,    1,   44,   14,   87,   31, 0.00,
01/09/2012,1100,   43,   34, 0.00,    0,  468,    1,   44,   14,   87,   31, 0.00,
01/09/2012,1200,   48,   29, 0.00,    0,  559,    1,   48,   14,   87,   29, 0.00,
01/09/2012,1300,   52,   25, 0.00,    0,  584,    1,   52,   14,   87,   25, 0.00,
01/09/2012,1400,   54,   24, 0.00,    1,  539,    1,   54,   14,   87,   24, 0.00,
01/09/2012,1500,   52,   28, 0.00,    0,  431,    1,   54,   14,   87,   24, 0.00,
01/09/2012,1600,   52,   26, 0.00,    1,  276,    1,   54,   14,   87,   24, 0.00,
01/09/2012,1700,   38,   34, 0.00,    5,   86,    1,   54,   14,   87,   24, 0.00,
01/09/2012,1800,   32,   44, 0.00,    2,    1,    1,   54,   14,   87,   24, 0.00,
01/09/2012,1900,   28,   53, 0.00,    5,    0,    1,   54,   14,   87,   24, 0.00,
01/09/2012,2000,   21,   62, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/09/2012,2100,   20,   67, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/09/2012,2200,   20,   69, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/09/2012,2300,   21,   72, 0.00,    3,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0000,   18,   74, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0100,   20,   73, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0200,   20,   81, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0300,   18,   78, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0400,   21,   81, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0500,   16,   82, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0600,   20,   77, 0.00,    0,    0,    1,   54,   14,   87,   24, 0.00,
01/10/2012,0700,   17,   83, 0.00,    3,    0,    1,   54,   16,   83,   24, 0.00,
01/10/2012,0800,   16,   87, 0.00,    0,    6,    1,   54,   16,   87,   24, 0.00,
01/10/2012,0900,   29,   62, 0.00,    0,  121,    1,   54,   16,   87,   24, 0.00,
01/10/2012,1000,   34,   49, 0.00,    1,  242,    1,   54,   16,   87,   24, 0.00,
01/10/2012,1100,   39,   41, 0.00,    0,  300,    1,   54,   16,   87,   24, 0.00,
01/10/2012,1200,   42,   37, 0.00,    0,  362,    1,   54,   16,   87,   24, 0.00,
01/10/2012,1300,   49,   30, 0.00,    1,  484,    1,   54,   16,   87,   24, 0.00,
01/10/2012,1400,   49,   29, 0.00,    2,  419,    1,   52,   16,   87,   26, 0.00,
01/10/2012,1500,   49,   29, 0.00,    0,  214,    1,   52,   16,   87,   26, 0.00,
01/10/2012,1600,   47,   32, 0.00,   10,  187,    1,   49,   16,   87,   29, 0.00,
01/10/2012,1700,   41,   38, 0.00,   10,  102,    1,   49,   16,   87,   29, 0.00,
01/10/2012,1800,   36,   43, 0.00,    8,    1,    1,   49,   16,   87,   29, 0.00,
01/10/2012,1900,   29,   51, 0.00,    6,    0,    1,   49,   16,   87,   29, 0.00,
01/10/2012,2000,   28,   53, 0.00,    7,    0,    1,   49,   16,   87,   29, 0.00,
01/10/2012,2100,   29,   57, 0.00,    9,    0,    1,   49,   16,   87,   29, 0.00,
01/10/2012,2200,   19,   70, 0.00,    2,    0,    1,   49,   16,   87,   29, 0.00,
01/10/2012,2300,   21,   67, 0.00,    2,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0000,   24,   70, 0.00,    0,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0100,   22,   74, 0.00,    2,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0200,   23,   76, 0.00,    6,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0300,   25,   78, 0.00,    9,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0400,   22,   83, 0.00,    6,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0500,   22,   82, 0.00,    3,    0,    1,   49,   16,   87,   29, 0.00,
01/11/2012,0600,   15,   79, 0.00,    0,    0,    1,   49,   15,   87,   29, 0.00,
01/11/2012,0700,   18,   95, 0.00,    4,    0,    1,   49,   15,   95,   29, 0.00,
01/11/2012,0800,   11,   87, 0.00,    0,    4,    1,   49,   11,   95,   29, 0.00,
01/11/2012,0900,   29,   77, 0.00,    4,  145,    1,   49,   11,   95,   29, 0.00,
01/11/2012,1000,   33,   60, 0.00,    3,  325,    1,   49,   11,   95,   29, 0.00,
01/11/2012,1100,   40,   50, 0.00,    5,  463,    1,   49,   11,   95,   29, 0.00,
01/11/2012,1200,   45,   38, 0.00,    3,  555,    1,   49,   11,   95,   29, 0.00,
01/11/2012,1300,   49,   29, 0.00,    0,  600,    1,   49,   11,   95,   29, 0.00,
01/11/2012,1400,   46,   30, 0.00,    8,  541,    1,   49,   11,   95,   29, 0.00,
01/11/2012,1500,   46,   27, 0.00,    9,  443,    1,   49,   11,   95,   27, 0.00,
01/11/2012,1600,   44,   25, 0.00,   10,  307,    1,   49,   11,   95,   25, 0.00,
01/11/2012,1700,   37,   27, 0.00,    6,   90,    1,   49,   11,   95,   25, 0.00,
01/11/2012,1800,   37,   33, 0.00,    9,    2,    1,   49,   11,   95,   25, 0.00,
01/11/2012,1900,   33,   36, 0.00,    6,    0,    1,   49,   11,   95,   25, 0.00,
01/11/2012,2000,   32,   39, 0.00,    5,    0,    1,   49,   11,   95,   25, 0.00,
01/11/2012,2100,   33,   41, 0.00,    6,    0,    1,   49,   11,   95,   25, 0.00,
01/11/2012,2200,   29,   43, 0.00,    3,    0,    1,   49,   11,   95,   25, 0.00,
01/11/2012,2300,   31,   42, 0.00,    6,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0000,   31,   41, 0.00,    6,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0100,   31,   41, 0.00,    9,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0200,   28,   46, 0.00,    7,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0300,   26,   46, 0.00,    4,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0400,   23,   47, 0.00,    6,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0500,   25,   54, 0.00,    8,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0600,   24,   51, 0.00,    8,    0,    1,   49,   11,   95,   25, 0.00,
01/12/2012,0700,   19,   54, 0.00,    6,    0,    1,   49,   11,   87,   25, 0.00,
01/12/2012,0800,   15,   63, 0.00,    6,    4,    1,   49,   15,   77,   25, 0.00,
01/12/2012,0900,   29,   44, 0.00,    6,  129,    1,   49,   15,   63,   25, 0.00,
01/12/2012,1000,   36,   30, 0.00,    7,  334,    1,   49,   15,   63,   25, 0.00,
01/12/2012,1100,   43,   21, 0.00,    0,  486,    1,   49,   15,   63,   21, 0.00,
01/12/2012,1200,   46,   19, 0.00,    3,  580,    1,   49,   15,   63,   19, 0.00,
01/12/2012,1300,   47,   17, 0.00,    2,  608,    1,   47,   15,   63,   17, 0.00,
01/12/2012,1400,   49,   14, 0.00,    3,  562,    1,   49,   15,   63,   14, 0.00,
01/12/2012,1500,   48,   15, 0.00,    1,  454,    1,   49,   15,   63,   14, 0.00,
01/12/2012,1600,   51,   12, 0.00,    0,  294,    1,   51,   15,   63,   12, 0.00,
01/12/2012,1700,   39,   18, 0.00,    5,   99,    1,   51,   15,   63,   12, 0.00,
01/12/2012,1800,   33,   25, 0.00,    8,    1,    1,   51,   15,   63,   12, 0.00,
01/12/2012,1900,   26,   32, 0.00,    5,    0,    1,   51,   15,   63,   12, 0.00,
01/12/2012,2000,   19,   41, 0.00,    5,    0,    1,   51,   15,   63,   12, 0.00,
01/12/2012,2100,   16,   43, 0.00,    5,    0,    1,   51,   15,   63,   12, 0.00,
01/12/2012,2200,   22,   41, 0.00,    3,    0,    1,   51,   15,   63,   12, 0.00,
01/12/2012,2300,   16,   49, 0.00,    0,    0,    1,   51,   15,   63,   12, 0.00,
01/13/2012,0000,   13,   42, 0.00,    0,    0,    1,   51,   13,   63,   12, 0.00,
01/13/2012,0100,   14,   41, 0.00,    0,    0,    1,   51,   13,   63,   12, 0.00,
01/13/2012,0200,   14,   45, 0.00,    0,    0,    1,   51,   13,   63,   12, 0.00,
